Card ID,Card Name,Set ID,Set Name,Rarity,Color,Type,Cost,Power,Life,Counter,Attribute,Sub Types,Card Text,Is Parallel,Image URL,Picture URL,Market Price,Inventory Price,Last Priced,Owned
OP06-036_r1,Ryuma,PRB-01,Premium Booster -The Best-,R,Green,Character,4,6000,,0,Slash,Land of Wano/Thriller Bark Pirates,[On Play] / [On K.O.] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.,Yes,https://optcgapi.com/media/static/Card_Images/OP06-036_r1.jpg,,0.28,0.22,2026-09-07,
OP06-023_r1,Arlong,PRB-01,Premium Booster -The Best-,R,Green,Character,4,6000,,0,Slash,Fish-Man/East Blue/Arlong Pirates,[On Play] You may trash 1 card from your hand: Up to 1 of your opponent's rested Leader cannot attack until the end of your opponent's next turn. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,Yes,https://optcgapi.com/media/static/Card_Images/OP06-023_r1.jpg,,0.36,0.15,2026-09-07,
OP01-047_r1,Trafalgar Law,PRB-01,Premium Booster -The Best-,SR,Green,Character,5,6000,,0,Slash,Supernovas/Heart Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] You may return 1 of your Characters to the owner's hand: Play up to 1 Character card with a cost of 3 or less from your hand.",Yes,https://optcgapi.com/media/static/Card_Images/OP01-047_r1.jpg,,2.10,1.56,2026-09-07,
OP01-051_r1,"Eustass""Captain""Kid",PRB-01,Premium Booster -The Best-,SR,Green,Character,8,8000,,0,Special,Supernovas/Kid Pirates,"[DON!! x1] [Opponent's Turn] If this Character is rested, your opponent cannot attack any card other than the Character [Eustass""Captain""Kid]. [Activate:Main] [Once Per Turn] You may rest this Character: Play up to 1 Character card with a cost of 3 or less from your hand.",Yes,https://optcgapi.com/media/static/Card_Images/OP01-051_r1.jpg,,2.24,1.68,2026-09-07,
OP01-041_r1,Kouzuki Momonosuke,PRB-01,Premium Booster -The Best-,R,Green,Character,1,0,,1000,Slash,Land of Wano/Kouzuki Clan,"[Activate:Main] (1) (You may rest the specified number of DON!! cards in your cost area) You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1 ""Land of Wano"" type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Yes,https://optcgapi.com/media/static/Card_Images/OP01-041_r1.jpg,,0.29,0.15,2026-09-07,
OP06-035_r1,Hody Jones,PRB-01,Premium Booster -The Best-,SR,Green,Character,7,8000,,0,Strike,Fish-Man/New Fish-Man Pirates,"[Rush] (This card can attack on the turn in which it is played.) [On Play] Rest up to a total of 2 of your opponent's Characters or DON!! cards. Then, add 1 card from the top of your Life cards to your hand.",Yes,https://optcgapi.com/media/static/Card_Images/OP06-035_r1.jpg,,5.05,4.56,2026-09-07,
OP03-057_r1,Three Thousand Worlds,PRB-01,Premium Booster -The Best-,R,Blue,Event,4,,,,,East Blue/Straw Hat Crew,[Main] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.   [Trigger] Place up to 1 Character with a cost of 3 or less at the bottom of the owner's deck.,Yes,https://optcgapi.com/media/static/Card_Images/OP03-057_r1.jpg,,0.22,0.15,2026-09-07,
OP04-056_r1,Gum-Gum Red Roc,PRB-01,Premium Booster -The Best-,R,Blue,Event,6,,,,,Straw Hat Crew,[Main] Place up to 1 Character at the bottom of the owner's deck.   [Trigger] Place up to 1 Character with a cost of 4 or less at the bottom of the owner's deck.,Yes,https://optcgapi.com/media/static/Card_Images/OP04-056_r1.jpg,,1.78,1.50,2026-09-07,
OP05-057_r1,Hound Blaze,PRB-01,Premium Booster -The Best-,R,Blue,Event,2,,,,,Navy,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck.   [Trigger] Return up to 1 Character with a cost of 3 or less to the owner's hand.",Yes,https://optcgapi.com/media/static/Card_Images/OP05-057_r1.jpg,,0.25,0.10,2026-09-07,
OP01-024_r1,Monkey.D.Luffy,PRB-01,Premium Booster -The Best-,SR,Red,Character,2,3000,,1000,Strike,Supernovas/Straw Hat Crew,"[DON!! x2] This Character cannot be K.O.'d in battle by ""Strike"" attribute Characters.   [Activate:Main] [Once Per Turn] Give this Character up to 2 rested DON!! cards.",Yes,https://optcgapi.com/media/static/Card_Images/OP01-024_r1.jpg,,1.87,1.56,2026-09-07,
PRB02-008,Marco,PRB-02,Premium Booster -The Best- Vol. 2,SR,Blue,Character,4,6000,,0,Special,Former Whitebeard Pirates Land of Wano,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] Draw 2 cards.",No,https://optcgapi.com/media/static/Card_Images/PRB02-008.jpg,,4.52,3.00,2026-09-07,
EB01-012_r1,Cavendish - EB01-012 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Green,Character,5,6000,,1000,Slash,Beautiful Pirates Supernovas,"[On Play]/[When Attacking] If your Leader has the [Supernovas] type and you have no other [Cavendish] Characters, set up to 2 of your DON!! cards as active.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/EB01-012_r1.jpg,,1.33,0.55,2026-09-07,
PRB02-002,Trafalgar Law - PRB02-002,PRB-02,Premium Booster -The Best- Vol. 2,SR,Red,Character,6,7000,,1000,Slash,Heart Pirates The Seven Warlords of the Sea Punk Hazard,"[Once Per Turn] If this Character would be removed from the field by your opponent's effect, you may give this Character -2000 power during this turn instead.[When Attacking] Give up to 1 of your opponent's Characters -2000 power during this turn.",No,https://optcgapi.com/media/static/Card_Images/PRB02-002.jpg,,1.64,1.30,2026-09-07,
EB01-046_r1,Brook - EB01-046 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Black,Character,3,4000,,1000,Slash,Straw Hat Crew,"[On Play]/[When Attacking] Give up to 1 of your opponent's Characters -1 cost during this turn. Then, K.O. up to 1 of your opponent's Characters with a cost of 0.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/EB01-046_r1.jpg,,0.86,0.35,2026-09-07,
PRB02-010,Charlotte Pudding - PRB02-010,PRB-02,Premium Booster -The Best- Vol. 2,SR,Purple,Character,7,5000,,1000,Wisdom,Big Mom Pirates,"[On Play] DON!! -2: If your Leader has the ""Big Mom Pirates"" type and your opponent has 6 or more DON!! cards on their field, draw 2 cards. Then, play up to 1 ""Big Mom Pirates"" type Character card with 6000 to 8000 power from your hand.",No,https://optcgapi.com/media/static/Card_Images/PRB02-010.jpg,,12.18,12.00,2026-09-07,
PRB02-014,Sabo - PRB02-014,PRB-02,Premium Booster -The Best- Vol. 2,SR,Black,Character,6,6000,,2000,Special,Revolutionary Army Dressrosa,"If you have 15 or more cards in your trash, give this card in your hand -3 cost.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",No,https://optcgapi.com/media/static/Card_Images/PRB02-014.jpg,,5.10,2.60,2026-09-07,
PRB02-017,Boa Hancock,PRB-02,Premium Booster -The Best- Vol. 2,SR,Yellow,Character,5,7000,,0,Special,FILM Kuja Pirates The Seven Warlords of the Sea,[Once Per Turn] You may trash 1 card with a [Trigger] from your hand: Your opponent's rested Leader or up to 1 of your opponent's Characters other than [Monkey.D.Luffy] cannot attack until the end of your opponent's next End Phase.[Trigger] K.O up to 1 of your opponent's Characters with a cost of 4 or less,No,https://optcgapi.com/media/static/Card_Images/PRB02-017.jpg,,3.32,2.69,2026-09-07,
OP07-064_r1,Sanji (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Purple,Character,6,6000,,0,Strike,Straw Hat Crew,"If the number of DON!! cards on your field is at least 2 less than the number on your opponent's field, give this card in your hand -3 cost.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP07-064_r1.jpg,,1.23,0.75,2026-09-07,
PRB02-005,Monkey.D.Luffy - PRB02-005,PRB-02,Premium Booster -The Best- Vol. 2,SR,Green,Character,4,5000,,1000,Strike,Straw Hat Crew Supernovas,"[Your Turn] [On Play] If your Leader is multicolored and your opponent has 7 or less DON!! cards on their field, your opponent rests 1 of their active DON!! cards at the start of their next Main Phase.",No,https://optcgapi.com/media/static/Card_Images/PRB02-005.jpg,,1.77,0.99,2026-09-07,
OP10-032_r1,Tashigi (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Green,Character,3,4000,,2000,Special,Navy Punk Hazard,"If you have a green Character other than [Tashigi] that would be removed from the field by your opponent's effect, you may rest this Character instead.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP10-032_r1.jpg,,0.54,0.39,2026-09-07,
EB01-048_r1,Laboon (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Black,Character,4,5000,,1000,Strike,Animal,"[Activate:Main]You may rest this Character: Give up to 1 of your opponent's Characters -4 cost during this turn.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/EB01-048_r1.jpg,,4.06,4.22,2026-09-07,
EB01-057_r1,Shirahoshi (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Yellow,Character,2,0,,0,Wisdom,Merfolk,"When this Character is K.O.'d by your opponent's effect, add up to 1 card from the top of your deck to the top of your Life cards.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/EB01-057_r1.jpg,,0.54,0.40,2026-09-07,
OP04-083_r3,Sabo - OP04-083 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Black,Character,5,6000,,0,Special,Revolutionary Army Dressrosa,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] None of your Characters can be K.O.'d by effects until the start of your next turn. Then, draw 2 cards and trash 2 cards from your hand.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright) and the Artist Credit (Note: there is no pencil design on top of the artist name).",Yes,https://optcgapi.com/media/static/Card_Images/OP04-083_r3.jpg,,0.46,0.37,2026-09-07,
EB01-061_r1,Mr.2.Bon.Kurei (Bentham) (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SEC,Purple,Character,4,1000,,0,Special,Former Baroque Works,"[On Play] Add up to 1 DON!! card from your DON!! deck and set it as active.[When Attacking] Select up to 1 of your opponent's Characters. This Character's base power becomes the same as the selected Character's power during this turn.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/EB01-061_r1.jpg,,17.32,9.99,2026-09-07,
OP05-091_r1,Rebecca (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Black,Character,4,0,,0,Wisdom,Dressrosa,"[Blocker][On Play] Add up to 1 black Character card with a cost of 3 to 7 other than [Rebecca] from your trash to your hand. Then, play up to 1 black Character card with a cost of 3 or less from your hand rested.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright) and the Artist Credit (Note: there is no pencil design on top of the artist name).",Yes,https://optcgapi.com/media/static/Card_Images/OP05-091_r1.jpg,,1.28,1.09,2026-09-07,
EB02-061_r1,Monkey.D.Luffy - EB02-061 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SEC,Purple,Character,6,7000,,0,Strike,Straw Hat Crew Water Seven,"If your Leader is multicolored and your opponent has 5 or more DON!! cards on their field, this Character gains [Rush].[When Attacking] [Once Per Turn] You may return 2 of your active DON!! cards to your DON!! deck: Set this Character as active. Then, add 1 card from the top of your Life cards to your hand.",Yes,https://optcgapi.com/media/static/Card_Images/EB02-061_r1_87VjsGa.jpg,,12.89,12.04,2026-09-07,
OP08-118_r1,Silvers Rayleigh - OP08-118 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SEC,Red,Character,8,8000,,0,Slash,Former Roger Pirates,"[On Play] Select up to 2 of your opponent's Characters, and give 1 Character 3000 power and the other 2000 power until the end of your opponent's next turn. Then, K.O. up to 1 of your opponent's Characters with 3000 power or less.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP08-118_r1.jpg,,3.37,1.50,2026-09-07,
OP06-119_r1,Sanji - OP06-119 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SEC,Blue,Character,9,9000,,0,Strike,Straw Hat Crew,"[On Play] Reveal 1 card from the top of your deck and play up to 1 Character with a cost of 9 or less other than [Sanji]. Then, place the rest at the bottom of your deck.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP06-119_r1_9ikPecz.jpg,,4.21,3.19,2026-09-07,
OP06-118_r2,Roronoa Zoro - OP06-118 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SEC,Green,Character,9,9000,,0,Slash,Straw Hat Crew,"[When Attacking][Once Per Turn](1)(You may rest the specified number of DON!! cards in your cost area.): Set this Character as active.[Activate:Main][Once Per Turn](2)(You may rest the specified number of DON!! cards in your cost area.): Set this Character as active.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP06-118_r2.jpg,,3.52,3.99,2026-09-07,
OP10-112_r1,"Eustass""Captain""Kid (Reprint)",PRB-02,Premium Booster -The Best- Vol. 2,SR,Yellow,Character,8,9000,,0,Special,Kid Pirates Supernovas,"[On Play] You may rest this Character: Trash up to 1 card from the top of your opponent's Life cards.[End of Your Turn] If your opponent has 2 or less Life cards, draw 1 card and trash 1 card from your hand.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP10-112_r1.jpg,,1.20,0.76,2026-09-07,
OP07-015_r1,Monkey.D.Dragon (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Red,Character,8,9000,,0,Special,Revolutionary Army,"[Rush](This card can attack on the turn in which it is played.)[On Play] Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP07-015_r1.jpg,,0.42,0.20,2026-09-07,
OP10-119_r1,Trafalgar Law - OP10-119 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SEC,Yellow,Character,7,9000,,0,Slash,Heart Pirates Supernovas Dressrosa,"[On Play] Reveal up to 1 ""Supernovas"" type Character card from your hand and add it to the top of your Life cards face-down. Then, give up to 1 rested DON!! card to 1 of your ""Supernovas"" type Leader.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP10-119_r1.jpg,,7.01,1.99,2026-09-07,
ST15-002_r1,Edward.Newgate - ST15-002 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Red,Character,7,8000,,0,Special,The Four Emperors Whitebeard Pirates,"[On Play] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.[Activate: Main] You may rest this Character: K.O. up to 1 of your opponent's Characters with 5000 power or less.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/ST15-002_r1.jpg,,0.55,0.25,2026-09-07,
OP07-119_r1,Portgas.D.Ace - OP07-119 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SEC,Yellow,Character,10,10000,,0,Special,Whitebeard Pirates,"[On Play] Add up to 1 card from the top of your deck to the top of your Life cards. Then, if you have 2 or less Life cards, this Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.)Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP07-119_r1.jpg,,1.81,1.71,2026-09-07,
OP08-074_r1,Black Maria (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Purple,Character,3,2000,,0,Special,Animal Kingdom Pirates,"[Activate:Main] [Once Per Turn] If you have no other [Black Maria] Characters, add up to 5 DON!! cards from your DON!! deck and rest them. Then, at the end of this turn, return DON!! cards from your field to your DON!! deck until you have the same number of DON!! cards on your field as your opponent.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP08-074_r1.jpg,,0.70,0.49,2026-09-07,
OP08-023_r1,Carrot (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Green,Character,5,6000,,1000,Special,Minks,"[On Play]/[When Attacking] Up to 1 of your opponent's rested Characters with a cost of 7 or less will not become active in your opponent's next Refresh Phase.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP08-023_r1.jpg,,1.21,0.65,2026-09-07,
ST16-004_r1,Shanks - ST16-004 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Green,Character,9,11000,,0,Slash,FILM The Four Emperors Red-Haired Pirates,"[On Play] K.O. up to 1 of your opponent's rested Characters.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/ST16-004_r1.jpg,,4.79,2.00,2026-09-07,
OP09-004_r1,Shanks - OP09-004 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Red,Character,10,12000,,0,Slash,The Four Emperors Red-Haired Pirates,"Give all of your opponent's Characters 1000 power.[Rush] (This card can attack on the turn in which it is played.)Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP09-004_r1.jpg,,0.71,0.62,2026-09-07,
OP07-109_r1,Monkey.D.Luffy - OP07-109 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Yellow,Character,5,6000,,0,Strike,Straw Hat Crew The Four Emperors Egghead,"[Activate: Main]You may trash this Character: If you have 2 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 4 or less. Then, draw 1 card.[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP07-109_r1.jpg,,0.79,0.79,2026-09-07,
OP07-026_r1,Jewelry Bonney - OP07-026 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Green,Character,5,6000,,1000,Special,Bonney Pirates Supernovas,"[On Play] Up to 1 of your opponent's rested Character or DON!! cards will not become active in your opponent's next Refresh Phase.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP07-026_r1.jpg,,1.34,1.00,2026-09-07,
OP06-058_r1,Gravity Blade Raging Tiger (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,R,Blue,Event,7,,,,,Navy,"[Main] Place up to 2 Characters with a cost of 6 or less at the bottom of the owner's deck in any order.[Trigger] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP06-058_r1.jpg,,4.13,2.20,2026-09-07,
OP07-118_r1,Sabo - OP07-118 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SEC,Black,Character,8,9000,,0,Special,Revolutionary Army,"[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less and up to 1 of your opponent's Characters with a cost of 3 or less.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP07-118_r1.jpg,,1.14,0.75,2026-09-07,
OP06-047_r1,Charlotte Pudding (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,R,Blue,Character,4,4000,,1000,Wisdom,Big Mom Pirates,"[On Play] Your opponent returns all cards in their hand to their deck and shuffles their deck. Then, your opponent draws 5 cards.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP06-047_r1.jpg,,0.44,0.25,2026-09-07,
EB01-051_r1,Finger Pistol (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,R,Black,Event,4,,,,,CP9,"[Main] You may trash 2 cards from the top of your deck: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/EB01-051_r1.jpg,,0.34,0.25,2026-09-07,
OP09-065_r1,Sanji - OP09-065 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Purple,Character,7,7000,,1000,Strike,Straw Hat Crew,"[On Play] You may return 1 or more DON!! cards from your field to your DON!! deck: This Character gains [Rush] during this turn. Then, rest up to 1 of your opponent's Characters with a cost of 6 or less.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP09-065_r1.jpg,,0.49,0.38,2026-09-07,
OP06-107_r1,Kouzuki Momonosuke (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Yellow,Character,5,6000,,0,Wisdom,Land of Wano Kouzuki Clan,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Add up to 1 of your ""Land of Wano"" type Characters other than [Kouzuki Momonosuke] to the top or bottom of the owner's Life cards face-up.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP06-107_r1.jpg,,0.33,0.10,2026-09-07,
OP06-115_r1,You're the One Who Should Disappear (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,R,Yellow,Event,0,,,,,Sky Island,"[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.[Trigger] If you have 0 Life cards, you may add up to 1 card from the top of your deck to the top of your Life cards. Then, trash 1 card from your hand.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP06-115_r1.jpg,,1.41,1.16,2026-09-07,
OP09-009_r1,Benn.Beckman (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Red,Character,7,7000,,1000,Ranged,Red-Haired Pirates,"[On Play] Trash up to 1 of your opponent's Characters with 6000 power or less.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP09-009_r1.jpg,,0.73,0.72,2026-09-07,
OP03-072_r1,Gum-Gum Jet Gatling (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,R,Purple,Event,0,,,,,Straw Hat Crew Water Seven,"[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP03-072_r1.jpg,,0.35,0.25,2026-09-07,
OP09-093_r3,Marshall.D.Teach - OP09-093 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Black,Character,10,12000,,0,Special,Blackbeard Pirates The Four Emperors,"[Blocker][Activate: Main] [Once Per Turn] If your Leader has the ""Blackbeard Pirates"" type and this Character was played on this turn, negate the effect of up to 1 of your opponent's Leader during this turn. Then, negate the effect of up to 1 of your opponent's Characters and that Character cannot attack until the end of your opponent's next turn.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP09-093_r3.jpg,,1.00,0.87,2026-09-07,
OP10-011_r1,Tony Tony.Chopper (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,R,Red,Character,4,4000,,2000,Strike,Straw Hat Crew Punk Hazard,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Opponent's Turn] This Character gains +2000 power.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP10-011_r1.jpg,,1.14,0.80,2026-09-07,
OP04-016_r1,Bad Manners Kick Course (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,R,Red,Event,0,,,,,Alabasta Straw Hat Crew,"[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.[Trigger] Give up to 1 of your opponent's Leader or Character cards -3000 power during this turn.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP04-016_r1.jpg,,0.64,0.31,2026-09-07,
OP09-046_r1,Crocodile - OP09-046 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Blue,Character,7,7000,,1000,Special,Former Baroque Works Cross Guild,"[On Play] Play up to 1 ""Cross Guild"" type Character card or Character card with a type including ""Baroque Works"" with a cost of 5 or less from your hand.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP09-046_r1.jpg,,0.31,0.25,2026-09-07,
ST17-002_r1,Trafalgar Law - ST17-002 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Blue,Character,4,5000,,0,Slash,Heart Pirates The Seven Warlords of the Sea,"[On Play] You may return 1 of your Characters to the owner's hand: If your Leader has the ""The Seven Warlords of the Sea"" type, return up to 1 Character with a cost of 4 or less to the owner's hand.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/ST17-002_r1.jpg,,0.37,0.11,2026-09-07,
OP07-029_r1,Basil Hawkins - OP07-029 (Reprint),PRB-02,Premium Booster -The Best- Vol. 2,SR,Green,Character,6,0,,0,Slash,Hawkins Pirates Supernovas,"If your Leader has the [Supernovas] type, this Character gains [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Once Per Turn] If this Character would be removed from the field by your opponent's effect, you may rest 1 of your opponent's Characters instead.Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).",Yes,https://optcgapi.com/media/static/Card_Images/OP07-029_r1.jpg,,0.36,0.18,2026-09-07,
